state_code,state_name,county_code,county_name,aqi,state_code_int,county_code_int
13,Georgia,223,Paulding,2.0,13,223
17,Illinois,031,Cook,8.0,17,31
17,Illinois,031,Cook,5.0,17,31
18,Indiana,003,Allen,3.0,18,3
19,Iowa,153,Polk,5.0,19,153
20,Kansas,173,Sedgwick,3.0,20,173
21,Kentucky,111,Jefferson,7.0,21,111
24,Maryland,510,Baltimore (City),8.0,24,510
25,Massachusetts,017,Middlesex,6.0,25,17
30,Montana,111,Yellowstone,3.0,30,111
32,Nevada,003,Clark,15.0,32,3
32,Nevada,031,Washoe,8.0,32,31
32,Nevada,031,Washoe,10.0,32,31
32,Nevada,031,Washoe,3.0,32,31
34,New Jersey,003,Bergen,8.0,34,3
35,New Mexico,001,Bernalillo,15.0,35,1
36,New York,001,Albany,5.0,36,1
36,New York,061,New York,8.0,36,61
37,North Carolina,183,Wake,19.0,37,183
39,Ohio,049,Franklin,5.0,39,49
39,Ohio,085,Lake,7.0,39,85
39,Ohio,153,Summit,6.0,39,153
42,Pennsylvania,003,Allegheny,8.0,42,3
42,Pennsylvania,013,Blair,5.0,42,13
42,Pennsylvania,069,Lackawanna,2.0,42,69
42,Pennsylvania,101,Philadelphia,8.0,42,101
47,Tennessee,157,Shelby,10.0,47,157
48,Texas,061,Cameron,8.0,48,61
48,Texas,113,Dallas,0.0,48,113
48,Texas,141,El Paso,10.0,48,141
48,Texas,141,El Paso,27.0,48,141
48,Texas,201,Harris,2.0,48,201
48,Texas,201,Harris,6.0,48,201
48,Texas,245,Jefferson,3.0,48,245
51,Virginia,059,Fairfax,11.0,51,59
51,Virginia,059,Fairfax,5.0,51,59
51,Virginia,710,Norfolk City,3.0,51,710
51,Virginia,760,Richmond City,1.0,51,760
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,1.0,80,2
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,3.0,80,2
80,Country Of Mexico,006,CHIHUAHUA STATE,14.0,80,6
80,Country Of Mexico,006,CHIHUAHUA STATE,8.0,80,6
30,Montana,031,Gallatin,5.0,30,31
02,Alaska,020,Anchorage ,11.0,2,20
08,Colorado,031,Denver,7.0,8,31
17,Illinois,031,Cook,2.0,17,31
42,Pennsylvania,013,Blair,0.0,42,13
04,Arizona,019,Pima,6.0,4,19
39,Ohio,085,Lake,2.0,39,85
06,California,053,Monterey,5.0,6,53
06,California,053,Monterey,6.0,6,53
08,Colorado,001,Adams,5.0,8,1
06,California,059,Orange,6.0,6,59
06,California,083,Santa Barbara,6.0,6,83
06,California,037,Los Angeles,5.0,6,37
06,California,095,Solano,5.0,6,95
04,Arizona,019,Pima,8.0,4,19
06,California,013,Contra Costa,2.0,6,13
48,Texas,141,El Paso,11.0,48,141
42,Pennsylvania,049,Erie,8.0,42,49
48,Texas,029,Bexar,7.0,48,29
04,Arizona,019,Pima,3.0,4,19
01,Alabama,073,Jefferson,0.0,1,73
30,Montana,111,Yellowstone,8.0,30,111
42,Pennsylvania,007,Beaver,5.0,42,7
34,New Jersey,017,Hudson,6.0,34,17
34,New Jersey,007,Camden,1.0,34,7
06,California,045,Mendocino,7.0,6,45
20,Kansas,173,Sedgwick,6.0,20,173
32,Nevada,031,Washoe,3.0,32,31
32,Nevada,031,Washoe,13.0,32,31
06,California,025,Imperial,13.0,6,25
13,Georgia,089,DeKalb,8.0,13,89
24,Maryland,023,Garrett,2.0,24,23
42,Pennsylvania,129,Westmoreland,0.0,42,129
42,Pennsylvania,003,Allegheny,10.0,42,3
01,Alabama,073,Jefferson,7.0,1,73
06,California,073,San Diego,6.0,6,73
29,Missouri,510,St. Louis City,3.0,29,510
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,8.0,80,2
13,Georgia,223,Paulding,3.0,13,223
29,Missouri,189,Saint Louis,3.0,29,189
25,Massachusetts,027,Worcester,6.0,25,27
06,California,097,Sonoma,3.0,6,97
08,Colorado,031,Denver,6.0,8,31
48,Texas,439,Tarrant,9.0,48,439
08,Colorado,123,Weld,7.0,8,123
39,Ohio,049,Franklin,3.0,39,49
48,Texas,201,Harris,5.0,48,201
06,California,075,San Francisco,6.0,6,75
39,Ohio,153,Summit,3.0,39,153
48,Texas,479,Webb,8.0,48,479
04,Arizona,019,Pima,3.0,4,19
06,California,023,Humboldt,3.0,6,23
35,New Mexico,001,Bernalillo,9.0,35,1
51,Virginia,013,Arlington,2.0,51,13
51,Virginia,013,Arlington,2.0,51,13
22,Louisiana,033,East Baton Rouge,10.0,22,33
06,California,065,Riverside,2.0,6,65
51,Virginia,810,Virginia Beach City,3.0,51,810
51,Virginia,810,Virginia Beach City,5.0,51,810
06,California,037,Los Angeles,10.0,6,37
06,California,071,San Bernardino,7.0,6,71
04,Arizona,013,Maricopa,5.0,4,13
48,Texas,141,El Paso,5.0,48,141
26,Michigan,081,Kent,3.0,26,81
32,Nevada,005,Douglas,0.0,32,5
06,California,019,Fresno,2.0,6,19
01,Alabama,073,Jefferson,20.0,1,73
04,Arizona,013,Maricopa,16.0,4,13
40,Oklahoma,143,Tulsa,7.0,40,143
32,Nevada,031,Washoe,2.0,32,31
48,Texas,141,El Paso,6.0,48,141
13,Georgia,089,DeKalb,10.0,13,89
34,New Jersey,039,Union,3.0,34,39
51,Virginia,087,Henrico,3.0,51,87
51,Virginia,510,Alexandria City,0.0,51,510
51,Virginia,510,Alexandria City,3.0,51,510
42,Pennsylvania,003,Allegheny,7.0,42,3
12,Florida,011,Broward,5.0,12,11
32,Nevada,031,Washoe,2.0,32,31
18,Indiana,003,Allen,5.0,18,3
01,Alabama,073,Jefferson,8.0,1,73
01,Alabama,073,Jefferson,7.0,1,73
04,Arizona,013,Maricopa,17.0,4,13
04,Arizona,013,Maricopa,28.0,4,13
04,Arizona,019,Pima,6.0,4,19
06,California,009,Calaveras,2.0,6,9
06,California,019,Fresno,8.0,6,19
06,California,025,Imperial,10.0,6,25
06,California,025,Imperial,9.0,6,25
06,California,025,Imperial,0.0,6,25
06,California,037,Los Angeles,13.0,6,37
06,California,045,Mendocino,5.0,6,45
06,California,061,Placer,5.0,6,61
06,California,071,San Bernardino,6.0,6,71
06,California,071,San Bernardino,17.0,6,71
06,California,081,San Mateo,13.0,6,81
06,California,085,Santa Clara,8.0,6,85
06,California,087,Santa Cruz,5.0,6,87
06,California,109,Tuolumne,11.0,6,109
08,Colorado,041,El Paso,7.0,8,41
08,Colorado,059,Jefferson,3.0,8,59
08,Colorado,069,Larimer,10.0,8,69
11,District Of Columbia,001,District of Columbia,22.0,11,1
12,Florida,057,Hillsborough,13.0,12,57
12,Florida,057,Hillsborough,3.0,12,57
12,Florida,086,Miami-Dade,11.0,12,86
12,Florida,086,Miami-Dade,7.0,12,86
12,Florida,099,Palm Beach,14.0,12,99
13,Georgia,121,Fulton,9.0,13,121
18,Indiana,063,Hendricks,9.0,18,63
18,Indiana,063,Hendricks,2.0,18,63
19,Iowa,153,Polk,3.0,19,153
24,Maryland,005,Baltimore,6.0,24,5
27,Minnesota,037,Dakota,1.0,27,37
27,Minnesota,137,Saint Louis,10.0,27,137
29,Missouri,095,Jackson,9.0,29,95
29,Missouri,189,Saint Louis,7.0,29,189
29,Missouri,510,St. Louis City,16.0,29,510
30,Montana,029,Flathead,13.0,30,29
30,Montana,031,Gallatin,2.0,30,31
31,Nebraska,109,Lancaster,11.0,31,109
32,Nevada,003,Clark,7.0,32,3
32,Nevada,003,Clark,3.0,32,3
39,Ohio,049,Franklin,6.0,39,49
39,Ohio,061,Hamilton,13.0,39,61
42,Pennsylvania,043,Dauphin,6.0,42,43
42,Pennsylvania,043,Dauphin,3.0,42,43
42,Pennsylvania,049,Erie,14.0,42,49
42,Pennsylvania,107,Schuylkill,0.0,42,107
42,Pennsylvania,129,Westmoreland,0.0,42,129
48,Texas,141,El Paso,3.0,48,141
48,Texas,439,Tarrant,7.0,48,439
48,Texas,453,Travis,5.0,48,453
49,Utah,035,Salt Lake,16.0,49,35
49,Utah,035,Salt Lake,13.0,49,35
51,Virginia,650,Hampton City,8.0,51,650
51,Virginia,770,Roanoke City,10.0,51,770
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,79.0,80,2
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,18.0,80,2
30,Montana,031,Gallatin,10.0,30,31
17,Illinois,201,Winnebago,7.0,17,201
80,Country Of Mexico,006,CHIHUAHUA STATE,23.0,80,6
39,Ohio,049,Franklin,8.0,39,49
25,Massachusetts,013,Hampden,6.0,25,13
17,Illinois,031,Cook,5.0,17,31
48,Texas,309,McLennan,3.0,48,309
27,Minnesota,053,Hennepin,0.0,27,53
08,Colorado,077,Mesa,6.0,8,77
04,Arizona,019,Pima,10.0,4,19
06,California,077,San Joaquin,15.0,6,77
06,California,025,Imperial,2.0,6,25
06,California,013,Contra Costa,8.0,6,13
37,North Carolina,183,Wake,2.0,37,183
54,West Virginia,029,Hancock,3.0,54,29
01,Alabama,073,Jefferson,7.0,1,73
06,California,007,Butte,3.0,6,7
06,California,071,San Bernardino,2.0,6,71
53,Washington,063,Spokane,13.0,53,63
06,California,037,Los Angeles,9.0,6,37
31,Nebraska,109,Lancaster,6.0,31,109
01,Alabama,073,Jefferson,6.0,1,73
06,California,083,Santa Barbara,2.0,6,83
06,California,013,Contra Costa,8.0,6,13
06,California,071,San Bernardino,13.0,6,71
32,Nevada,031,Washoe,2.0,32,31
04,Arizona,013,Maricopa,13.0,4,13
06,California,059,Orange,0.0,6,59
06,California,067,Sacramento,5.0,6,67
48,Texas,141,El Paso,11.0,48,141
01,Alabama,073,Jefferson,6.0,1,73
20,Kansas,209,Wyandotte,3.0,20,209
42,Pennsylvania,043,Dauphin,6.0,42,43
06,California,059,Orange,0.0,6,59
32,Nevada,003,Clark,3.0,32,3
42,Pennsylvania,003,Allegheny,2.0,42,3
24,Maryland,510,Baltimore (City),5.0,24,510
36,New York,029,Erie,11.0,36,29
50,Vermont,007,Chittenden,6.0,50,7
42,Pennsylvania,003,Allegheny,3.0,42,3
29,Missouri,510,St. Louis City,3.0,29,510
25,Massachusetts,027,Worcester,7.0,25,27
17,Illinois,163,Saint Clair,6.0,17,163
25,Massachusetts,009,Essex,2.0,25,9
39,Ohio,035,Cuyahoga,22.0,39,35
06,California,023,Humboldt,1.0,6,23
39,Ohio,085,Lake,6.0,39,85
24,Maryland,005,Baltimore,2.0,24,5
08,Colorado,041,El Paso,6.0,8,41
36,New York,061,New York,5.0,36,61
36,New York,061,New York,7.0,36,61
06,California,083,Santa Barbara,2.0,6,83
48,Texas,201,Harris,5.0,48,201
32,Nevada,031,Washoe,23.0,32,31
06,California,099,Stanislaus,23.0,6,99
06,California,077,San Joaquin,2.0,6,77
06,California,007,Butte,10.0,6,7
06,California,001,Alameda,5.0,6,1
04,Arizona,019,Pima,5.0,4,19
04,Arizona,013,Maricopa,11.0,4,13
39,Ohio,135,Preble,3.0,39,135
42,Pennsylvania,001,Adams,1.0,42,1
26,Michigan,163,Wayne,2.0,26,163
26,Michigan,163,Wayne,5.0,26,163
32,Nevada,031,Washoe,5.0,32,31
06,California,083,Santa Barbara,2.0,6,83
06,California,083,Santa Barbara,2.0,6,83
06,California,065,Riverside,6.0,6,65
26,Michigan,163,Wayne,1.0,26,163
06,California,071,San Bernardino,5.0,6,71
06,California,083,Santa Barbara,2.0,6,83
06,California,067,Sacramento,6.0,6,67
32,Nevada,031,Washoe,8.0,32,31
48,Texas,141,El Paso,9.0,48,141
06,California,037,Los Angeles,6.0,6,37
08,Colorado,067,La Plata,1.0,8,67
34,New Jersey,039,Union,5.0,34,39
48,Texas,141,El Paso,11.0,48,141
32,Nevada,031,Washoe,6.0,32,31
11,District Of Columbia,001,District of Columbia,8.0,11,1
55,Wisconsin,027,Dodge,2.0,55,27
36,New York,029,Erie,2.0,36,29
42,Pennsylvania,003,Allegheny,2.0,42,3
42,Pennsylvania,003,Allegheny,5.0,42,3
13,Georgia,223,Paulding,3.0,13,223
25,Massachusetts,027,Worcester,8.0,25,27
25,Massachusetts,025,Suffolk,3.0,25,25
25,Massachusetts,009,Essex,2.0,25,9
06,California,075,San Francisco,5.0,6,75
48,Texas,309,McLennan,1.0,48,309
06,California,081,San Mateo,3.0,6,81
25,Massachusetts,013,Hampden,2.0,25,13
48,Texas,245,Jefferson,2.0,48,245
02,Alaska,090,Fairbanks North Star ,6.0,2,90
37,North Carolina,119,Mecklenburg,5.0,37,119
51,Virginia,510,Alexandria City,3.0,51,510
40,Oklahoma,143,Tulsa,3.0,40,143
34,New Jersey,013,Essex,7.0,34,13
06,California,083,Santa Barbara,6.0,6,83
04,Arizona,019,Pima,6.0,4,19
06,California,001,Alameda,1.0,6,1
80,Country Of Mexico,006,CHIHUAHUA STATE,3.0,80,6
54,West Virginia,029,Hancock,3.0,54,29
48,Texas,141,El Paso,10.0,48,141
06,California,037,Los Angeles,6.0,6,37
06,California,037,Los Angeles,16.0,6,37
02,Alaska,090,Fairbanks North Star ,16.0,2,90
09,Connecticut,001,Fairfield,5.0,9,1
06,California,083,Santa Barbara,0.0,6,83
06,California,073,San Diego,2.0,6,73
30,Montana,049,Lewis and Clark,1.0,30,49
06,California,067,Sacramento,20.0,6,67
32,Nevada,031,Washoe,5.0,32,31
12,Florida,086,Miami-Dade,2.0,12,86
13,Georgia,089,DeKalb,2.0,13,89
01,Alabama,073,Jefferson,3.0,1,73
72,Puerto Rico,113,Ponce,5.0,72,113
06,California,019,Fresno,5.0,6,19
06,California,019,Fresno,6.0,6,19
32,Nevada,031,Washoe,7.0,32,31
36,New York,029,Erie,6.0,36,29
18,Indiana,003,Allen,7.0,18,3
36,New York,005,Bronx,3.0,36,5
29,Missouri,510,St. Louis City,3.0,29,510
30,Montana,031,Gallatin,2.0,30,31
48,Texas,141,El Paso,5.0,48,141
42,Pennsylvania,017,Bucks,6.0,42,17
39,Ohio,049,Franklin,3.0,39,49
39,Ohio,035,Cuyahoga,7.0,39,35
06,California,085,Santa Clara,7.0,6,85
06,California,023,Humboldt,2.0,6,23
32,Nevada,003,Clark,3.0,32,3
48,Texas,201,Harris,2.0,48,201
35,New Mexico,001,Bernalillo,2.0,35,1
22,Louisiana,033,East Baton Rouge,8.0,22,33
42,Pennsylvania,049,Erie,9.0,42,49
06,California,037,Los Angeles,5.0,6,37
42,Pennsylvania,073,Lawrence,5.0,42,73
06,California,037,Los Angeles,1.0,6,37
26,Michigan,163,Wayne,2.0,26,163
34,New Jersey,017,Hudson,6.0,34,17
41,Oregon,051,Multnomah,2.0,41,51
21,Kentucky,111,Jefferson,3.0,21,111
21,Kentucky,111,Jefferson,3.0,21,111
18,Indiana,163,Vanderburgh,5.0,18,163
06,California,071,San Bernardino,5.0,6,71
06,California,071,San Bernardino,6.0,6,71
06,California,037,Los Angeles,3.0,6,37
06,California,037,Los Angeles,1.0,6,37
50,Vermont,021,Rutland,3.0,50,21
26,Michigan,163,Wayne,3.0,26,163
26,Michigan,163,Wayne,8.0,26,163
12,Florida,086,Miami-Dade,3.0,12,86
06,California,025,Imperial,2.0,6,25
06,California,101,Sutter,1.0,6,101
06,California,065,Riverside,2.0,6,65
20,Kansas,209,Wyandotte,3.0,20,209
06,California,037,Los Angeles,1.0,6,37
06,California,037,Los Angeles,2.0,6,37
12,Florida,031,Duval,6.0,12,31
32,Nevada,031,Washoe,2.0,32,31
54,West Virginia,029,Hancock,3.0,54,29
41,Oregon,067,Washington,6.0,41,67
06,California,023,Humboldt,2.0,6,23
24,Maryland,019,Dorchester,2.0,24,19
40,Oklahoma,001,Adair,2.0,40,1
17,Illinois,163,Saint Clair,5.0,17,163
08,Colorado,031,Denver,13.0,8,31
48,Texas,479,Webb,9.0,48,479
48,Texas,245,Jefferson,1.0,48,245
39,Ohio,061,Hamilton,6.0,39,61
34,New Jersey,013,Essex,7.0,34,13
47,Tennessee,157,Shelby,2.0,47,157
06,California,059,Orange,8.0,6,59
22,Louisiana,033,East Baton Rouge,2.0,22,33
22,Louisiana,033,East Baton Rouge,3.0,22,33
06,California,037,Los Angeles,8.0,6,37
06,California,019,Fresno,3.0,6,19
06,California,019,Fresno,6.0,6,19
12,Florida,086,Miami-Dade,3.0,12,86
09,Connecticut,001,Fairfield,5.0,9,1
26,Michigan,081,Kent,8.0,26,81
06,California,083,Santa Barbara,2.0,6,83
01,Alabama,073,Jefferson,8.0,1,73
48,Texas,439,Tarrant,2.0,48,439
06,California,071,San Bernardino,9.0,6,71
42,Pennsylvania,021,Cambria,2.0,42,21
09,Connecticut,003,Hartford,2.0,9,3
09,Connecticut,003,Hartford,5.0,9,3
50,Vermont,021,Rutland,6.0,50,21
26,Michigan,163,Wayne,5.0,26,163
06,California,071,San Bernardino,6.0,6,71
47,Tennessee,009,Blount,2.0,47,9
24,Maryland,027,Howard,6.0,24,27
18,Indiana,097,Marion,3.0,18,97
08,Colorado,067,La Plata,2.0,8,67
13,Georgia,089,DeKalb,8.0,13,89
01,Alabama,073,Jefferson,3.0,1,73
20,Kansas,209,Wyandotte,3.0,20,209
51,Virginia,087,Henrico,1.0,51,87
36,New York,101,Steuben,1.0,36,101
47,Tennessee,157,Shelby,3.0,47,157
36,New York,001,Albany,2.0,36,1
36,New York,001,Albany,3.0,36,1
36,New York,029,Erie,1.0,36,29
36,New York,005,Bronx,2.0,36,5
18,Indiana,089,Lake,15.0,18,89
29,Missouri,510,St. Louis City,7.0,29,510
40,Oklahoma,001,Adair,2.0,40,1
39,Ohio,013,Belmont,2.0,39,13
39,Ohio,061,Hamilton,5.0,39,61
32,Nevada,003,Clark,2.0,32,3
06,California,059,Orange,3.0,6,59
06,California,037,Los Angeles,5.0,6,37
12,Florida,095,Orange,3.0,12,95
06,California,081,San Mateo,5.0,6,81
47,Tennessee,157,Shelby,2.0,47,157
37,North Carolina,119,Mecklenburg,5.0,37,119
53,Washington,033,King,3.0,53,33
27,Minnesota,037,Dakota,6.0,27,37
42,Pennsylvania,101,Philadelphia,6.0,42,101
06,California,083,Santa Barbara,5.0,6,83
50,Vermont,007,Chittenden,5.0,50,7
32,Nevada,031,Washoe,2.0,32,31
09,Connecticut,009,New Haven,5.0,9,9
06,California,023,Humboldt,2.0,6,23
39,Ohio,035,Cuyahoga,10.0,39,35
26,Michigan,163,Wayne,3.0,26,163
26,Michigan,163,Wayne,7.0,26,163
06,California,037,Los Angeles,5.0,6,37
29,Missouri,510,St. Louis City,3.0,29,510
48,Texas,309,McLennan,1.0,48,309
47,Tennessee,037,Davidson,5.0,47,37
35,New Mexico,001,Bernalillo,2.0,35,1
49,Utah,057,Weber,8.0,49,57
34,New Jersey,017,Hudson,6.0,34,17
17,Illinois,163,Saint Clair,3.0,17,163
06,California,073,San Diego,6.0,6,73
06,California,059,Orange,0.0,6,59
40,Oklahoma,109,Oklahoma,3.0,40,109
36,New York,101,Steuben,2.0,36,101
51,Virginia,650,Hampton City,5.0,51,650
36,New York,055,Monroe,5.0,36,55
42,Pennsylvania,021,Cambria,3.0,42,21
47,Tennessee,157,Shelby,5.0,47,157
48,Texas,439,Tarrant,5.0,48,439
18,Indiana,163,Vanderburgh,6.0,18,163
06,California,067,Sacramento,5.0,6,67
48,Texas,453,Travis,6.0,48,453
39,Ohio,113,Montgomery,5.0,39,113
04,Arizona,013,Maricopa,14.0,4,13
04,Arizona,019,Pima,5.0,4,19
37,North Carolina,183,Wake,5.0,37,183
15,Hawaii,003,Honolulu,7.0,15,3
20,Kansas,209,Wyandotte,2.0,20,209
72,Puerto Rico,061,Guaynabo,5.0,72,61
08,Colorado,067,La Plata,1.0,8,67
49,Utah,049,Utah,0.0,49,49
08,Colorado,031,Denver,3.0,8,31
06,California,001,Alameda,6.0,6,1
06,California,067,Sacramento,5.0,6,67
53,Washington,033,King,9.0,53,33
06,California,055,Napa,8.0,6,55
40,Oklahoma,109,Oklahoma,9.0,40,109
06,California,025,Imperial,2.0,6,25
06,California,041,Marin,6.0,6,41
06,California,013,Contra Costa,5.0,6,13
48,Texas,029,Bexar,3.0,48,29
72,Puerto Rico,127,San Juan,13.0,72,127
06,California,037,Los Angeles,7.0,6,37
48,Texas,439,Tarrant,5.0,48,439
06,California,095,Solano,2.0,6,95
39,Ohio,135,Preble,2.0,39,135
11,District Of Columbia,001,District of Columbia,5.0,11,1
42,Pennsylvania,101,Philadelphia,2.0,42,101
15,Hawaii,003,Honolulu,2.0,15,3
49,Utah,035,Salt Lake,6.0,49,35
06,California,019,Fresno,7.0,6,19
50,Vermont,007,Chittenden,2.0,50,7
18,Indiana,097,Marion,3.0,18,97
04,Arizona,013,Maricopa,5.0,4,13
29,Missouri,510,St. Louis City,5.0,29,510
01,Alabama,073,Jefferson,5.0,1,73
72,Puerto Rico,021,Bayamon,6.0,72,21
40,Oklahoma,109,Oklahoma,9.0,40,109
09,Connecticut,009,New Haven,2.0,9,9
42,Pennsylvania,003,Allegheny,9.0,42,3
09,Connecticut,005,Litchfield,1.0,9,5
06,California,073,San Diego,5.0,6,73
12,Florida,011,Broward,7.0,12,11
29,Missouri,510,St. Louis City,5.0,29,510
06,California,075,San Francisco,6.0,6,75
48,Texas,029,Bexar,1.0,48,29
06,California,027,Inyo,7.0,6,27
11,District Of Columbia,001,District of Columbia,9.0,11,1
08,Colorado,123,Weld,1.0,8,123
48,Texas,439,Tarrant,5.0,48,439
06,California,083,Santa Barbara,0.0,6,83
13,Georgia,121,Fulton,7.0,13,121
06,California,053,Monterey,1.0,6,53
42,Pennsylvania,069,Lackawanna,3.0,42,69
35,New Mexico,001,Bernalillo,6.0,35,1
06,California,037,Los Angeles,2.0,6,37
08,Colorado,031,Denver,3.0,8,31
04,Arizona,013,Maricopa,0.0,4,13
72,Puerto Rico,025,Caguas,7.0,72,25
55,Wisconsin,079,Milwaukee,3.0,55,79
55,Wisconsin,079,Milwaukee,3.0,55,79
49,Utah,035,Salt Lake,3.0,49,35
06,California,067,Sacramento,3.0,6,67
48,Texas,201,Harris,7.0,48,201
06,California,059,Orange,3.0,6,59
25,Massachusetts,025,Suffolk,5.0,25,25
12,Florida,011,Broward,5.0,12,11
12,Florida,011,Broward,8.0,12,11
30,Montana,031,Gallatin,2.0,30,31
04,Arizona,013,Maricopa,13.0,4,13
04,Arizona,013,Maricopa,17.0,4,13
06,California,059,Orange,11.0,6,59
22,Louisiana,033,East Baton Rouge,2.0,22,33
22,Louisiana,033,East Baton Rouge,3.0,22,33
72,Puerto Rico,113,Ponce,6.0,72,113
06,California,037,Los Angeles,3.0,6,37
42,Pennsylvania,021,Cambria,0.0,42,21
06,California,083,Santa Barbara,5.0,6,83
35,New Mexico,001,Bernalillo,1.0,35,1
02,Alaska,090,Fairbanks North Star ,2.0,2,90
26,Michigan,163,Wayne,5.0,26,163
39,Ohio,013,Belmont,3.0,39,13
15,Hawaii,003,Honolulu,2.0,15,3
27,Minnesota,037,Dakota,0.0,27,37
54,West Virginia,009,Brooke,5.0,54,9
06,California,037,Los Angeles,5.0,6,37
48,Texas,479,Webb,7.0,48,479
48,Texas,479,Webb,9.0,48,479
06,California,083,Santa Barbara,2.0,6,83
48,Texas,245,Jefferson,2.0,48,245
06,California,025,Imperial,2.0,6,25
48,Texas,141,El Paso,1.0,48,141
12,Florida,086,Miami-Dade,5.0,12,86
12,Florida,011,Broward,6.0,12,11
29,Missouri,510,St. Louis City,3.0,29,510
04,Arizona,013,Maricopa,7.0,4,13
47,Tennessee,037,Davidson,5.0,47,37
06,California,013,Contra Costa,6.0,6,13
72,Puerto Rico,113,Ponce,14.0,72,113
51,Virginia,650,Hampton City,3.0,51,650
12,Florida,103,Pinellas,1.0,12,103
06,California,065,Riverside,2.0,6,65
06,California,065,Riverside,1.0,6,65
47,Tennessee,157,Shelby,5.0,47,157
27,Minnesota,053,Hennepin,1.0,27,53
12,Florida,031,Duval,5.0,12,31
06,California,025,Imperial,3.0,6,25
06,California,001,Alameda,3.0,6,1
06,California,001,Alameda,6.0,6,1
39,Ohio,135,Preble,2.0,39,135
04,Arizona,013,Maricopa,5.0,4,13
53,Washington,033,King,6.0,53,33
08,Colorado,031,Denver,5.0,8,31
48,Texas,141,El Paso,2.0,48,141
21,Kentucky,111,Jefferson,5.0,21,111
25,Massachusetts,025,Suffolk,9.0,25,25
08,Colorado,001,Adams,3.0,8,1
06,California,059,Orange,9.0,6,59
08,Colorado,077,Mesa,2.0,8,77
06,California,083,Santa Barbara,3.0,6,83
06,California,037,Los Angeles,2.0,6,37
06,California,037,Los Angeles,3.0,6,37
06,California,001,Alameda,5.0,6,1
06,California,083,Santa Barbara,1.0,6,83
06,California,073,San Diego,7.0,6,73
06,California,073,San Diego,8.0,6,73
04,Arizona,013,Maricopa,1.0,4,13
04,Arizona,013,Maricopa,5.0,4,13
32,Nevada,031,Washoe,10.0,32,31
19,Iowa,163,Scott,2.0,19,163
19,Iowa,163,Scott,3.0,19,163
26,Michigan,163,Wayne,3.0,26,163
34,New Jersey,017,Hudson,10.0,34,17
19,Iowa,153,Polk,3.0,19,153
21,Kentucky,111,Jefferson,2.0,21,111
18,Indiana,163,Vanderburgh,3.0,18,163
26,Michigan,163,Wayne,5.0,26,163
26,Michigan,163,Wayne,10.0,26,163
26,Michigan,163,Wayne,6.0,26,163
12,Florida,086,Miami-Dade,3.0,12,86
24,Maryland,027,Howard,3.0,24,27
06,California,059,Orange,3.0,6,59
18,Indiana,097,Marion,5.0,18,97
31,Nebraska,055,Douglas,2.0,31,55
01,Alabama,073,Jefferson,3.0,1,73
06,California,059,Orange,6.0,6,59
06,California,037,Los Angeles,5.0,6,37
06,California,019,Fresno,2.0,6,19
36,New York,005,Bronx,7.0,36,5
29,Missouri,510,St. Louis City,5.0,29,510
42,Pennsylvania,003,Allegheny,3.0,42,3
36,New York,029,Erie,0.0,36,29
